A股代码,公司简称,公司全称,所属行业,A股上市日期,B股代码,省份,城市,公司网址,注册地址
002272,川润股份,四川川润股份有限公司,C 制造业,2008-09-19,,四川,自贡市,www.chuanrun.com,四川省自贡市高新工业园区荣川路1号
002273,水晶光电,浙江水晶光电科技股份有限公司,C 制造业,2008-09-19,,浙江,台州市,www.crystal-optech.com,浙江省台州市椒江区星星电子产业区A5号
002274,华昌化工,江苏华昌化工股份有限公司,C 制造业,2008-09-25,,江苏,苏州市,www.huachangchem.cn,江苏省张家港市金港镇保税区扬子江国际化学工业园南海路1号
002275,桂林三金,桂林三金药业股份有限公司,C 制造业,2009-07-10,,广西,桂林市,www.sanjin.com.cn,广西壮族自治区桂林市金星路1号
002276,万马股份,浙江万马股份有限公司,C 制造业,2009-07-10,,浙江,杭州市,www.wanma-cable.cn,浙江省临安经济开发区南环路88号
002277,友阿股份,湖南友谊阿波罗商业股份有限公司,F 批发零售,2009-07-17,,湖南,长沙市,www.your-mart.cn,湖南省长沙市芙蓉区八一路1号
002278,神开股份,上海神开石油化工装备股份有限公司,C 制造业,2009-08-11,,上海,上海市,www.shenkai.com,上海市闵行区浦星公路1769号
002279,久其软件,北京久其软件股份有限公司,I 信息技术,2009-08-11,,北京,北京市,www.jiuqi.com.cn,北京市海淀区大慧寺路5号3号楼3层
002280,联络互动,杭州联络互动信息科技股份有限公司,I 信息技术,2009-08-21,,浙江,杭州市,www.lianluo.com,浙江省杭州市滨江区南环路3766号
002281,光迅科技,武汉光迅科技股份有限公司,C 制造业,2009-08-21,,湖北,武汉市,www.accelink.com,湖北省武汉市洪山区邮科院路88号
002282,博深工具,博深工具股份有限公司,C 制造业,2009-08-21,,河北,石家庄市,www.bosuntools.com,河北省石家庄高新技术产业开发区海河道10号
002283,天润曲轴,天润曲轴股份有限公司,C 制造业,2009-08-21,,山东,威海市,www.tianrun.com,山东省威海市文登区天润路2-13号
002284,亚太股份,浙江亚太机电股份有限公司,C 制造业,2009-08-28,,浙江,杭州市,www.apg.cn,浙江省杭州市萧山区蜀山街道亚太路1399号
002285,世联行,深圳世联行地产顾问股份有限公司,K 房地产,2009-08-28,,广东,深圳市,www.worldunion.com.cn,广东省深圳市罗湖区深南东路2028号罗湖商务中心12楼
002286,保龄宝,保龄宝生物股份有限公司,C 制造业,2009-08-28,,山东,德州市,www.blb-cn.com,山东省德州（禹城）国家高新技术产业开发区东外环路1号
002287,奇正藏药,西藏奇正藏药股份有限公司,C 制造业,2009-08-28,,西藏,林芝市,www.cheezheng.com.cn,西藏自治区林芝市巴宜区德吉路2号
002288,超华科技,广东超华科技股份有限公司,C 制造业,2009-09-03,,广东,梅州市,www.chaohuatech.com,广东省梅州市梅县区宪梓南路19号
002289,宇顺电子,深圳市宇顺电子股份有限公司,C 制造业,2009-09-03,,广东,深圳市,www.szsuccess.com.cn,广东省深圳市南山区深圳市软件产业基地1栋A座13层1302
002290,中科新材,苏州中科创新型材料股份有限公司,C 制造业,2009-09-03,,江苏,苏州市,www.szhssm.com.cn,江苏省苏州工业园区后戴街108号
002291,星期六,星期六股份有限公司,C 制造业,2009-09-03,,广东,佛山市,www.st-sat.com,广东省佛山市南海区桂城街道庆安路2号
002292,奥飞娱乐,奥飞娱乐股份有限公司,C 制造业,2009-09-10,,广东,汕头市,www.gdalpha.com,广东省汕头市澄海区文冠路中段奥迪工业园
002293,罗莱生活,罗莱生活科技股份有限公司,C 制造业,2009-09-10,,江苏,南通市,www.luolai.com.cn,江苏省南通市经济技术开发区星湖大道1699号
002294,信立泰,深圳信立泰药业股份有限公司,C 制造业,2009-09-10,,广东,深圳市,www.salubris.cn,广东省深圳市福田区深南大道6009号车公庙绿景广场主楼37层
002295,精艺股份,广东精艺金属股份有限公司,C 制造业,2009-09-29,,广东,佛山市,www.jingyimetal.com,广东省佛山市顺德区北滘镇西海工业区
002296,辉煌科技,河南辉煌科技股份有限公司,C 制造业,2009-09-29,,河南,郑州市,www.hhkj.cn,河南省郑州市高新技术产业开发区科学大道74号
002297,博云新材,湖南博云新材料股份有限公司,C 制造业,2009-09-29,,湖南,长沙市,www.hnboyun.com.cn,湖南省长沙市河西国家级高新技术产业开发区麓谷麓松路500号
002298,中电鑫龙,安徽中电兴发与鑫龙科技股份有限公司,I 信息技术,2009-09-29,,安徽,芜湖市,www.ah-xinlong.com,安徽省芜湖市经济技术开发区电器部件工业园(九华北路118号)
002299,圣农发展,福建圣农发展股份有限公司,A 农林牧渔,2009-10-21,,福建,南平市,www.sunnercn.com,福建省光泽县十里铺圣农总部办公大楼
002300,太阳电缆,福建南平太阳电缆股份有限公司,C 制造业,2009-10-21,,福建,南平市,www.npcable.com,福建省南平市工业路102号
002301,齐心集团,深圳齐心集团股份有限公司,C 制造业,2009-10-21,,广东,深圳市,www.comix.com.cn;www.qx.com,广东省深圳市福田区福虹路世贸广场A幢17楼05-06号
002302,西部建设,中建西部建设股份有限公司,C 制造业,2009-11-03,,新疆,乌鲁木齐市,cwcg.cscec.com,新疆维吾尔自治区乌鲁木齐市经济技术开发区泰山路268号
002303,美盈森,美盈森集团股份有限公司,C 制造业,2009-11-03,,广东,深圳市,www.szmys.com,广东省深圳市光明新区光明新陂头村美盈森厂区A栋
002304,洋河股份,江苏洋河酒厂股份有限公司,C 制造业,2009-11-06,,江苏,宿迁市,www.chinayanghe.com,江苏省宿迁市洋河镇中大街118号
002305,南国置业,南国置业股份有限公司,K 房地产,2009-11-06,,湖北,武汉市,www.langold.com.cn,湖北省武汉市武昌区南湖中央花园会所
002306,*ST云网,中科云网科技集团股份有限公司,H 住宿餐饮,2009-11-11,,北京,北京市,www.cltg.com.cn,北京市海淀区北四环西路65号1611号
002307,北新路桥,新疆北新路桥集团股份有限公司,E 建筑业,2009-11-11,,新疆,乌鲁木齐市,www.xjbxlq.com,新疆维吾尔自治区乌鲁木齐市高新区高新街217号盈科广场A座16-17层
002308,威创股份,威创集团股份有限公司,C 制造业,2009-11-27,,广东,广州市,www.vtron.com,广东省广州高新技术产业开发区科珠路233号
002309,中利集团,江苏中利集团股份有限公司,C 制造业,2009-11-27,,江苏,苏州市,www.zhongli.com,江苏省常熟东南经济开发区
002310,东方园林,北京东方园林环境股份有限公司,E 建筑业,2009-11-27,,北京,北京市,www.orientscape.com,北京市朝阳区酒仙桥北路甲10号院104号楼6层601号
002311,海大集团,广东海大集团股份有限公司,C 制造业,2009-11-27,,广东,广州市,www.haid.com.cn,广东省广州市番禺区南村镇南村村北大街18号之六
002312,*ST三泰,成都三泰控股集团股份有限公司,C 制造业,2009-12-03,,四川,成都市,www.isantai.com,四川省成都市金牛区高科技产业园区蜀西路42号
002313,日海通讯,深圳日海通讯技术股份有限公司,C 制造业,2009-12-03,,广东,深圳市,www.sunseagroup.com,广东省深圳市南山区大新路198号马家龙创新大厦17层1701
002314,南山控股,深圳市新南山控股（集团）股份有限公司,K 房地产,2009-12-03,,广东,深圳市,www.szyazhi.com,广东省深圳市南山区高新区南区科技南十二路007号九洲电器大厦五楼A室
002315,焦点科技,焦点科技股份有限公司,I 信息技术,2009-12-09,,江苏,南京市,www.focuschina.com,江苏省南京市高新开发区星火路软件大厦A座12F
002316,键桥通讯,深圳键桥通讯技术股份有限公司,I 信息技术,2009-12-09,,广东,深圳市,www.keybridge.com.cn,广东省深圳市南山区高新科技园后海大道2388号怡化金融科技大厦24层
002317,众生药业,广东众生药业股份有限公司,C 制造业,2009-12-11,,广东,东莞市,www.zspcl.com,广东省东莞市石龙镇西湖工业区信息产业园
002318,久立特材,浙江久立特材科技股份有限公司,C 制造业,2009-12-11,,浙江,湖州市,www.jiuli.com,浙江省湖州市双林镇镇西
002319,乐通股份,珠海市乐通化工股份有限公司,C 制造业,2009-12-11,,广东,珠海市,www.letongink.com,广东省珠海市金鼎官塘乐通工业园
002320,海峡股份,海南海峡航运股份有限公司,G 运输仓储,2009-12-16,,海南,海口市,www.hnss.net.cn,海南省海口市滨海大道157号港航大厦14楼
002321,华英农业,河南华英农业发展股份有限公司,A 农林牧渔,2009-12-16,,河南,信阳市,www.hua-ying.com,河南省潢川县产业集聚区工业大道1号
002322,理工环科,宁波理工环境能源科技股份有限公司,C 制造业,2009-12-18,,浙江,宁波市,www.lgom.com.cn,浙江省宁波市保税区曹娥江路22号
002323,雅百特,江苏雅百特科技股份有限公司,E 建筑业,2009-12-18,,江苏,盐城市,www.yabaite.com,江苏省盐城市青年西路88号
002324,普利特,上海普利特复合材料股份有限公司,C 制造业,2009-12-18,,上海,上海市,www.pret.com.cn,上海市四平路421弄20号2楼
002325,洪涛股份,深圳市洪涛装饰股份有限公司,E 建筑业,2009-12-22,,广东,深圳市,www.szhongtao.cn,广东省深圳市罗湖区泥岗西洪涛路17号
002326,永太科技,浙江永太科技股份有限公司,C 制造业,2009-12-22,,浙江,台州市,www.yongtaitech.com,浙江省化学原料药基地临海园区东海第五大道1号
002327,富安娜,深圳市富安娜家居用品股份有限公司,C 制造业,2009-12-30,,广东,深圳市,www.fuanna.com.cn,广东省深圳市南山区创业南油大道西路自行车加工厂1栋
002328,新朋股份,上海新朋实业股份有限公司,C 制造业,2009-12-30,,上海,上海市,www.xinpeng.com,上海市青浦区华新镇华隆路1698号
002329,皇氏集团,皇氏集团股份有限公司,C 制造业,2010-01-06,,广西,南宁市,www.gxhsry.com,广西壮族自治区南宁市科园大道66号
002330,得利斯,山东得利斯食品股份有限公司,C 制造业,2010-01-06,,山东,潍坊市,www.delisi.com.cn,山东省诸城市昌城镇驻地
002331,皖通科技,安徽皖通科技股份有限公司,I 信息技术,2010-01-06,,安徽,合肥市,www.wantong-tech.net,安徽省合肥市高新区皖水路589号
002332,仙琚制药,浙江仙琚制药股份有限公司,C 制造业,2010-01-12,,浙江,台州市,www.xjpharma.com,浙江省仙居县仙药路1号
002333,罗普斯金,苏州罗普斯金铝业股份有限公司,C 制造业,2010-01-12,,江苏,苏州市,www.lpsk.com.cn,江苏省苏州市相城区黄埭镇潘阳工业园太东路2777号
002334,英威腾,深圳市英威腾电气股份有限公司,C 制造业,2010-01-13,,广东,深圳市,www.invt.com.cn,广东省深圳市南山区龙井高发科技工业园4号厂房
002335,科华恒盛,厦门科华恒盛股份有限公司,C 制造业,2010-01-13,,福建,厦门市,www.kehua.com.cn,福建省厦门火炬高新区火炬园马垄路457号
002336,人人乐,人人乐连锁商业集团股份有限公司,F 批发零售,2010-01-13,,广东,深圳市,www.renrenle.cn,广东省深圳市南山区前海路心语家园裙楼二层
002337,赛象科技,天津赛象科技股份有限公司,C 制造业,2010-01-15,,天津,天津市,www.chinarpm.com,天津市华苑新技术产业园区(环外)海泰发展四道9号
002338,奥普光电,长春奥普光电技术股份有限公司,C 制造业,2010-01-15,,吉林,长春市,www.up-china.com,吉林省长春市经济技术开发区营口路588号
002339,积成电子,积成电子股份有限公司,C 制造业,2010-01-22,,山东,济南市,www.ieslab.com.cn,山东省济南市科航路1677号
002340,格林美,格林美股份有限公司,C 制造业,2010-01-22,,广东,深圳市,www.gemchina.com,广东省深圳市宝安区宝安中心区兴华路南侧荣超滨海大厦A栋20层2008号房
002341,新纶科技,深圳市新纶科技股份有限公司,C 制造业,2010-01-22,,广东,深圳市,www.szselen.com,广东省深圳市南山区南海大道3025号创意大厦13-14楼
002342,巨力索具,巨力索具股份有限公司,C 制造业,2010-01-26,,河北,保定市,www.julisling.com,河北省保定市徐水县巨力路
002343,慈文传媒,慈文传媒股份有限公司,R 文化传播,2010-01-26,,浙江,嘉兴市,www.ciwen.com.cn,浙江省嘉兴市昌盛南路36号嘉兴智慧产业创新园智慧大厦B座1001室
002344,海宁皮城,海宁中国皮革城股份有限公司,L 商务服务,2010-01-26,,浙江,嘉兴市,www.zgpgc.com,浙江省海宁市海州西路201号
002345,潮宏基,广东潮宏基实业股份有限公司,C 制造业,2010-01-28,,广东,汕头市,www.chjchina.com,广东省汕头市龙湖区龙新工业区龙新五街四号1-4楼
002346,柘中股份,上海柘中集团股份有限公司,C 制造业,2010-01-28,,上海,上海市,www.ch-zzcc.com,上海市奉贤区浦卫公路50号
002347,泰尔股份,泰尔重工股份有限公司,C 制造业,2010-01-28,,安徽,马鞍山市,www.taiergroup.com,安徽省马鞍山市经济技术开发区超山路669号
002348,高乐股份,广东高乐玩具股份有限公司,C 制造业,2010-02-03,,广东,揭阳市,www.goldlok.com,广东省普宁市池尾街道塘边村塘边里东片168号
002349,精华制药,精华制药集团股份有限公司,C 制造业,2010-02-03,,江苏,南通市,www.ntjhzy.com,江苏省南通市港闸经济开发区兴泰路9号
002350,北京科锐,北京科锐配电自动化股份有限公司,C 制造业,2010-02-03,,北京,北京市,www.creat-da.com.cn,北京市海淀区西北旺东路10号院东区4号楼
002351,漫步者,深圳市漫步者科技股份有限公司,C 制造业,2010-02-05,,广东,深圳市,www.edifier.com;www.manbuzhe.com,广东省深圳市南山区科技园深南大道9998号万利达科技大厦22层9单元
002352,顺丰控股,顺丰控股股份有限公司,G 运输仓储,2010-02-05,,安徽,马鞍山市,www.dingtaicn.com,安徽省马鞍山市当涂工业园
002353,杰瑞股份,烟台杰瑞石油服务集团股份有限公司,C 制造业,2010-02-05,,山东,烟台市,www.jereh.com,山东省烟台市莱山区杰瑞路5号
002354,天神娱乐,大连天神娱乐股份有限公司,I 信息技术,2010-02-09,,辽宁,大连市,www.tianshenyule.com,辽宁省大连市中山区致富街31号905单元
002355,兴民智通,兴民智通（集团）股份有限公司,C 制造业,2010-02-09,,山东,烟台市,www.xingmin.com,山东省龙口市龙口经济开发区
002356,赫美集团,深圳赫美集团股份有限公司,F 批发零售,2010-02-09,,广东,深圳市,www.hemei.cn,广东省深圳市坪山新区金牛西路16号华瀚科技工业2号厂房218A
002357,富临运业,四川富临运业集团股份有限公司,G 运输仓储,2010-02-10,,四川,绵阳市,www.scflyy.cn,四川省绵阳市绵州大道北段98号
002358,森源电气,河南森源电气股份有限公司,C 制造业,2010-02-10,,河南,许昌市,www.hnsyec.com,河南省长葛市魏武路南段西侧
