A股代码,公司全称,B股代码,所属行业
601888,中国国旅股份有限公司,-,L 商务服务
600138,中青旅控股股份有限公司,-,L 商务服务
600830,香溢融通控股集团股份有限公司,-,L 商务服务
600790,浙江中国轻纺城集团股份有限公司,-,L 商务服务
600113,浙江东日股份有限公司,-,L 商务服务
603117,江苏万林现代物流股份有限公司,-,L 商务服务
603729,上海龙韵广告传播股份有限公司,-,L 商务服务
603300,浙江华铁建筑安全科技股份有限公司,-,L 商务服务
603598,引力传媒股份有限公司,-,L 商务服务
603569,北京长久物流股份有限公司,-,L 商务服务
600645,中源协和细胞基因工程股份有限公司,-,M 科研服务
600629,华东建筑集团股份有限公司,-,M 科研服务
600721,新疆百花村股份有限公司,-,M 科研服务
601226,华电重工股份有限公司,-,M 科研服务
603017,中衡设计集团股份有限公司,-,M 科研服务
603018,中设设计集团股份有限公司,-,M 科研服务
603698,航天长征化学工程股份有限公司,-,M 科研服务
603126,中材节能股份有限公司,-,M 科研服务
603060,中国建材检验认证集团股份有限公司,-,M 科研服务
603859,能科节能技术股份有限公司,-,M 科研服务
603959,湖南百利工程科技股份有限公司,-,M 科研服务
603909,合诚工程咨询集团股份有限公司,-,M 科研服务
603637,镇海石化工程股份有限公司,-,M 科研服务
600593,大连圣亚旅游控股股份有限公司,-,N 公共环保
600706,西安曲江文化旅游股份有限公司,-,N 公共环保
600054,黄山旅游发展股份有限公司,900942,N 公共环保
600292,国家电投集团远达环保股份有限公司,-,N 公共环保
600749,西藏旅游股份有限公司,-,N 公共环保
603099,长白山旅游股份有限公司,-,N 公共环保
603588,北京高能时代环境技术股份有限公司,-,N 公共环保
603199,安徽九华山旅游发展股份有限公司,-,N 公共环保
603568,浙江伟明环保股份有限公司,-,N 公共环保
603869,北部湾旅游股份有限公司,-,N 公共环保
603603,博天环境集团股份有限公司,-,N 公共环保
603200,上海洗霸科技股份有限公司,-,N 公共环保
601200,上海环境集团股份有限公司,-,N 公共环保
603903,中持水务股份有限公司,-,N 公共环保
603797,广东联泰环保股份有限公司,-,N 公共环保
603177,浙江德创环保科技股份有限公司,-,N 公共环保
600661,上海新南洋股份有限公司,-,P 教育
603377,东方时尚驾驶学校股份有限公司,-,P 教育
600896,览海医疗产业投资股份有限公司,-,Q 卫生
600763,通策医疗投资股份有限公司,-,Q 卫生
600551,时代出版传媒股份有限公司,-,R 文化传播
601928,江苏凤凰出版传媒股份有限公司,-,R 文化传播
601098,中南出版传媒集团股份有限公司,-,R 文化传播
600373,中文天地出版传媒股份有限公司,-,R 文化传播
600715,文投控股股份有限公司,-,R 文化传播
600825,上海新华传媒股份有限公司,-,R 文化传播
600229,青岛城市传媒股份有限公司,-,R 文化传播
600633,浙报数字文化集团股份有限公司,-,R 文化传播
600757,长江出版传媒股份有限公司,-,R 文化传播
601801,安徽新华传媒股份有限公司,-,R 文化传播
600088,中视传媒股份有限公司,-,R 文化传播
600136,武汉当代明诚文化股份有限公司,-,R 文化传播
600576,浙江万好万家文化股份有限公司,-,R 文化传播
600880,成都博瑞传播股份有限公司,-,R 文化传播
601999,北方联合出版传媒（集团）股份有限公司,-,R 文化传播
601900,南方出版传媒股份有限公司,-,R 文化传播
603999,读者出版传媒股份有限公司,-,R 文化传播
600977,中国电影股份有限公司,-,R 文化传播
601811,新华文轩出版传媒股份有限公司,-,R 文化传播
601595,上海电影股份有限公司,-,R 文化传播
603096,新经典文化股份有限公司,-,R 文化传播
601858,中国科技出版传媒股份有限公司,-,R 文化传播
600784,鲁银投资集团股份有限公司,-,S 综合
600783,鲁信创业投资集团股份有限公司,-,S 综合
600777,山东新潮能源股份有限公司,-,S 综合
600770,江苏综艺股份有限公司,-,S 综合
600200,江苏吴中实业股份有限公司,-,S 综合
600149,廊坊发展股份有限公司,-,S 综合
600455,西安博通资讯股份有限公司,-,S 综合
600805,江苏悦达投资股份有限公司,-,S 综合
600082,天津海泰科技发展股份有限公司,-,S 综合
600603,广汇物流股份有限公司,-,S 综合
600895,上海张江高科技园区开发股份有限公司,-,S 综合
600620,上海市天宸股份有限公司,-,S 综合
600624,上海复旦复华科技股份有限公司,-,S 综合
600256,广汇能源股份有限公司,-,S 综合
600175,美都能源股份有限公司,-,S 综合
600212,山东江泉实业股份有限公司,-,S 综合
